comments;description;duration;event;main_speaker;occupation;title
86;In a zippy demo at TED U, AnnMarie Thomas shows how two different kinds of homemade play dough can be used to demonstrate electrical properties -- by lighting up LEDs, spinning motors, and turning little kids into circuit designers.;248;TED2011;AnnMarie Thomas;Educator;Hands-on science with squishy circuits
278;Four-star general Stanley McChrystal shares what he learned about leadership over his decades in the military. How can you build a sense of shared purpose among people of many ages and skill sets? By listening and learning -- and addressing the possibility of failure.;938;TED2011;Stanley McChrystal;Military leader;Listen, learn ... then lead
110;"Google's ""Jolly Good Fellow,"" Chade-Meng Tan, talks about how the company practices compassion in its everyday business -- and its bold side projects.";848;TEDPrize@UN;Chade-Meng Tan;Google Fellow;Everyday compassion at Google
154;With humor and persistence, filmmaker Morgan Spurlock dives into the hidden but influential world of brand marketing, on his quest to make a completely sponsored film about sponsorship. (And yes, onstage naming rights for this talk were sponsored too. By whom and for how much? He'll tell you.);1168;TED2011;Morgan Spurlock;Filmmaker;The greatest TED Talk ever sold
158;The nerve disease ALS left graffiti artist TEMPT paralyzed from head to toe, forced to communicate blink by blink. In a remarkable talk at TEDActive, entrepreneur Mick Ebeling shares how he and a team of collaborators built an open-source invention that gave the artist -- and gives others in his circumstance -- the means to make art again.;469;TEDActive 2011;Mick Ebeling;Entrepreneur;The invention that unlocked a locked-in artist
207;Activist Caroline Casey tells the story of her extraordinary life, starting with a revelation (no spoilers). In a talk that challenges perceptions, Casey asks us all to move beyond the limits we may think we have.;1157;TEDWomen 2010;Caroline Casey;Inclusivity activist;Looking past limits
32;"Jackson Browne plays a song about being on the ocean ... or really, being anywhere among passionate friends. (He started writing this song aboard Mission Blue Voyage, a Sylvia Earle-inspired conference about saving the ocean.) ""If I could be anywhere,"" he sings, ""anywhere right now, I would be here.""";266;TEDxGreatPacificGarbagePatch;Jackson Browne;Musician and activist;A song inspired by the ocean
542;"Backed by stunning illustrations, David Christian narrates a complete history of the universe, from the Big Bang to the Internet, in a riveting 18 minutes. This is ""Big History"": an enlightening, wide-angle look at complexity, life and humanity, set against our slim share of the cosmic timeline.";1060;TED2011;David Christian;Historian;The history of our world in 18 minutes
221;Local politics -- schools, zoning, council elections -- hit us where we live. So why don't more of us actually get involved? Is it apathy? Dave Meslin says no. He identifies 7 barriers that keep us from taking part in our communities, even when we truly care.;425;TEDxToronto 2010;Dave Meslin;Artist and organizer;The antidote to apathy
134;When film critic Roger Ebert lost his lower jaw to cancer, he lost the ability to eat and speak. But he did not lose his voice. In a moving talk from TED2011, Ebert and his wife, Chaz, with friends Dean Ornish and John Hunter, come together to tell his remarkable story.;1169;TED2011;Roger Ebert;Film critic and blogger;Remaking my voice
324;Using wikis and digital fabrication tools, TED Fellow Marcin Jakubowski is open-sourcing the blueprints for 50 farm machines, allowing anyone to build their own tractor or harvester from scratch. And that's only the first step in a project to write an instruction set for an entire self-sustaining village (starting cost: $10,000).;250;TED2011;Marcin Jakubowski;Farmer and technologist;Open-sourced blueprints for civilization
273;Pioneering surgeon Susan Lim performed the first liver transplant in Asia. But a moral concern with transplants (where do donor livers come from ...) led her to look further, and to ask: Could we be transplanting cells, not whole organs? At the INK Conference, she talks through her new research, discovering healing cells in some surprising places.;986;INK Conference;Susan Lim;Surgeon;Transplant cells, not organs
529;Can two countries at war dare to empathize with one another? Step by methodical step, sociologist Sam Richards gives his audience an extraordinary challenge: to allow a group of (mainly) Americans to understand -- not approve of, but understand -- the motivations of an Iraqi insurgent. A powerful talk.;1087;TEDxPSU;Sam Richards;Sociologist;A radical experiment in empathy
480;"Most of us will do anything to avoid being wrong. But what if we're wrong about that? ""Wrongologist"" Kathryn Schulz makes a compelling case for not just admitting but embracing our fallibility.";1071;TED2011;Kathryn Schulz;Wrongologist;On being wrong
290;John Hunter puts all the problems of the world on a 4'x5' plywood board -- and lets his 4th-graders solve them. At TED2011, he explains how his World Peace Game engages schoolkids, and why the complex lessons it teaches -- spontaneous, and always surprising -- go further than classroom lectures can.;1190;TED2011;John Hunter;Educator;Teaching with the World Peace Game
69;All over the planet, giant telescopes and detectors are looking (and listening) for clues to the workings of the universe. At the INK Conference, science writer Anil Ananthaswamy tours us around these amazing installations, taking us to some of the most remote and silent places on Earth.;848;INK Conference;Anil Ananthaswamy;Science writer;What it takes to do extreme astrophysics
394;Ric Elias had a front-row seat on Flight 1549, the plane that crash-landed in the Hudson River in New York in January 2009. What went through his mind as the doomed plane went down? At TED, he tells his story publicly for the first time.;302;TED2011;Ric Elias;Entrepreneur;3 things I learned while my plane crashed
328;Medical ethicist Harvey Fineberg shows us three paths forward for the ever-evolving human species: to stop evolving completely, to evolve naturally -- or to control the next steps of human evolution, using genetic modification, to make ourselves smarter, faster, better. Neo-evolution is within our grasp. What will we do with it?;1041;TED2011;Harvey Fineberg;Health policy expert;Are we ready for neo-evolution?
78;"The feeling of security and the reality of security don't always match, says computer-security expert Bruce Schneier. In his talk, he explains why we spend billions addressing news story risks, like the ""security theater"" now playing at your local airport, while neglecting more probable risks -- and how we can break this pattern.";1265;TEDxPSU;Bruce Schneier;Security expert;The security mirage
140;Inspired by an abalone shell, Angela Belcher programs viruses to make elegant nanoscale structures that humans can use. Selecting for high-performing genes through directed evolution, she's produced viruses that can construct powerful new batteries, clean hydrogen fuels and record-breaking solar cells. In her talk, she shows us how it's done.;625;TEDxCaltech;Angela Belcher;Biological engineer;Using nature to grow batteries
236;"Software developer Mike Matas demos the first full-length interactive book for the iPad -- with clever, swipeable video and graphics and some very cool data visualizations to play with. The book is ""Our Choice,"" Al Gore's sequel to ""An Inconvenient Truth."" ";274;TED2011;Mike Matas;Software engineer;A next-generation digital book
